CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTIDXNIFTY22-FEB-2024PE22550,673.8,0.0,0.0,0.0,,742.45,68.65,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY28-MAR-2024CE22550,274.05,281.95,306.75,220.3,221.55,221.55,52.5,871.0,9350.0,187.0,21771.7,213157237.5,2314737.5
OPTIDXNIFTY25-APR-2024CE22800,344.7,385.0,385.0,287.35,297.0,297.0,47.7,81.0,1600.0,32.0,21771.7,37009645.0,529645.0
OPTIDXNIFTY28-MAR-2024PE22550,703.9,751.05,804.5,736.55,804.5,756.85,52.95,29.0,200.0,4.0,21771.7,4663470.0,153470.0
OPTIDXNIFTY25-APR-2024CE22550,369.15,0.0,0.0,0.0,,322.35,46.8,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY29-FEB-2024PE22800,899.15,890.0,1052.0,830.0,1052.0,960.15,61.0,118.0,650.0,13.0,21771.7,15423685.0,603685.0
OPTIDXNIFTY08-FEB-2024CE22800,3.05,2.65,4.25,1.75,2.0,2.0,1.05,87442.0,31176950.0,623539.0,21771.7,710917439892.5,82979892.5
OPTIDXNIFTY22-FEB-2024CE22800,34.45,34.9,48.15,22.65,25.45,25.45,9.0,1181.0,76500.0,1530.0,21771.7,1746893862.5,2693862.5
OPTIDXNIFTY29-FEB-2024PE19550,6.45,7.25,7.45,5.4,6.95,6.95,0.5,168.0,3600.0,72.0,21771.7,70403920.0,23920.0
OPTIDXNIFTY08-FEB-2024CE19550,2325.5,2174.95,2174.95,2174.95,2174.95,2174.95,150.55,22.0,350.0,7.0,21771.7,7603732.5,761232.5
OPTIDXNIFTY22-FEB-2024CE19550,2376.0,0.0,0.0,0.0,,2283.05,92.95,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY08-FEB-2024CE21100,788.6,775.0,870.0,610.8,642.15,642.15,146.45,2010.0,36500.0,730.0,21771.7,797380422.5,27230422.5
OPTIDXNIFTY22-FEB-2024CE21100,859.3,0.0,0.0,0.0,,765.85,93.45,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY15-FEB-2024PE21100,33.35,34.75,50.4,26.1,41.85,41.85,8.5,5233.0,1002150.0,20043.0,21771.7,21181125087.5,35760087.5
OPTIDXNIFTY28-MAR-2024PE21100,168.35,180.0,201.15,158.0,190.05,190.05,21.7,1338.0,39350.0,787.0,21771.7,837270962.5,6985962.5
OPTIDXNIFTY07-MAR-2024CE21100,944.8,0.0,0.0,0.0,,855.75,89.05,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY22-FEB-2024PE21300,88.35,88.4,125.0,78.0,112.7,112.7,24.35,447.0,56300.0,1126.0,21771.7,1204989787.5,5799787.5
OPTIDXNIFTY15-FEB-2024CE21300,664.95,641.05,720.1,509.35,532.4,532.4,132.55,263.0,8600.0,172.0,21771.7,188458785.0,5278785.0
OPTIDXNIFTY07-MAR-2024PE21300,93.6,0.0,0.0,0.0,,101.95,8.35,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY08-FEB-2024PE21300,18.95,14.55,32.7,10.15,22.65,22.65,3.7,55671.0,32866850.0,657337.0,21771.7,700682689125.0,618784125.0
OPTIDXNIFTY25-APR-2024CE21300,1066.55,0.0,0.0,0.0,,987.85,78.7,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY08-FEB-2024CE21300,601.2,590.5,682.35,421.0,457.8,457.8,143.4,2643.0,129200.0,2584.0,21771.7,2822209332.5,70249332.5
OPTIDXNIFTY25-APR-2024PE21300,188.3,290.0,290.0,290.0,290.0,290.0,101.7,18.0,50.0,1.0,21771.7,1079500.0,14500.0
OPTIDXNIFTY29-FEB-2024CE21300,768.55,745.15,840.75,625.7,642.35,642.35,126.2,4813.0,40000.0,800.0,21771.7,881044132.5,29044132.5
OPTIDXNIFTY15-FEB-2024CE22250,96.0,96.0,129.05,52.0,57.35,57.35,38.65,1599.0,805300.0,16106.0,21771.7,17986858980.0,68933980.0
OPTIDXNIFTY07-MAR-2024PE22250,480.3,0.0,0.0,0.0,,525.85,45.55,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY29-FEB-2024CE22250,190.2,181.15,235.1,128.7,138.15,138.15,52.05,1664.0,311150.0,6223.0,21771.7,6978453207.5,55365707.5
OPTIDXNIFTY25-APR-2024PE22250,552.4,0.0,0.0,0.0,,591.25,38.85,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY22-FEB-2024CE22250,144.55,130.9,172.8,90.05,97.8,97.8,46.75,62.0,6050.0,121.0,21771.7,135362622.5,750122.5
OPTIDXNIFTY29-FEB-2024PE22250,479.3,502.95,613.85,440.0,590.1,590.1,110.8,738.0,52300.0,1046.0,21771.7,1191290895.0,27615895.0
OPTIDXNIFTY25-APR-2024CE23000,282.7,268.1,308.0,237.0,246.4,246.4,36.3,1522.0,47250.0,945.0,21771.7,1099436197.5,12686197.5
OPTIDXNIFTY31-DEC-2026PE23000,644.4,0.0,0.0,0.0,,660.75,16.35,124.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY28-DEC-2028CE23000,5771.9,0.0,0.0,0.0,,5689.35,82.55,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY30-DEC-2027PE23000,528.9,0.0,0.0,0.0,,540.75,11.85,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY15-FEB-2024PE23000,1094.9,0.0,0.0,0.0,,1186.6,91.7,14.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY25-APR-2024PE23000,1018.15,1018.15,1120.0,995.0,1116.0,1116.0,97.85,89.0,4200.0,84.0,21771.7,100977297.5,4377297.5
OPTIDXNIFTY28-MAR-2024PE23550,1505.6,0.0,0.0,0.0,,1587.55,81.95,1.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY07-MAR-2024CE23550,,0.0,0.0,0.0,,7.2,,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY22-FEB-2024CE23550,,6.0,6.1,4.65,5.45,5.45,,40.0,7300.0,146.0,21771.7,171955025.0,40025.0
OPTIDXNIFTY26-JUN-2025CE23000,1782.05,0.0,0.0,0.0,,1717.1,64.95,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY15-FEB-2024CE23550,3.0,3.05,3.3,2.6,2.75,2.75,0.25,139.0,7900.0,158.0,21771.7,186067712.5,22712.5
OPTIDXNIFTY29-FEB-2024CE23000,36.45,36.0,48.5,24.1,26.95,26.95,9.5,85207.0,2937650.0,58753.0,21771.7,67669720142.5,103770142.5
OPTIDXNIFTY26-DEC-2024CE23000,1209.6,1200.0,1260.0,1140.0,1165.25,1165.25,44.35,3154.0,20400.0,408.0,21771.7,493777957.5,24577957.5
OPTIDXNIFTY26-DEC-2024PE23000,1118.95,1130.0,1200.0,1100.0,1193.2,1193.2,74.25,2340.0,15300.0,306.0,21771.7,369542620.0,17642620.0
OPTIDXNIFTY15-FEB-2024CE23000,7.7,7.95,10.2,5.0,5.85,5.85,1.85,10097.0,1241850.0,24837.0,21771.7,28571563137.5,9013137.5
OPTIDXNIFTY22-FEB-2024PE23000,1076.2,0.0,0.0,0.0,,1162.6,86.4,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY08-FEB-2024PE23000,1113.8,1132.15,1298.9,1055.3,1277.35,1277.35,163.55,698.0,9000.0,180.0,21771.7,217392792.5,10392792.5
OPTIDXNIFTY22-FEB-2024CE23000,21.4,21.0,28.3,12.1,15.0,15.0,6.4,2270.0,152200.0,3044.0,21771.7,3503738840.0,3138840.0
OPTIDXNIFTY07-MAR-2024PE23550,,0.0,0.0,0.0,,1650.85,,0.0,0.0,0.0,21771.7,0.0,0.0
OPTIDXNIFTY29-FEB-2024CE22550,100.2,97.55,130.0,65.35,70.55,70.55,29.65,1123.0,215300.0,4306.0,21771.7,4874637247.5,19622247.5
OPTIDXNIFTY08-FEB-2024PE22800,913.75,952.0,1093.3,845.1,1053.6,1053.6,139.85,35.0,3050.0,61.0,21771.7,72316385.0,2776385.0
OPTIDXNIFTY22-FEB-2024CE22550,60.85,75.0,76.6,45.0,45.2,45.2,15.65,68.0,5100.0,102.0,21771.7,115338390.0,333390.0
