CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTIDXNIFTY20-JUN-2024PE21150,7.8,5.0,5.0,3.35,3.55,3.55,4.25,508.0,21975.0,879.0,23264.85,464863273.75,92023.75
OPTIDXNIFTY25-JUL-2024CE21150,2264.8,2292.25,2301.85,2292.25,2298.4,2298.4,33.6,151.0,400.0,16.0,23264.85,9379347.5,919347.5
OPTIDXNIFTY29-AUG-2024PE21150,74.1,66.65,66.65,66.65,66.65,71.45,2.65,7.0,25.0,1.0,23264.85,530416.25,1666.25
OPTIDXNIFTY25-JUL-2024PE21150,25.8,39.0,39.0,35.45,38.0,23.95,1.85,45.0,875.0,35.0,23264.85,18538412.5,32162.5
OPTIDXNIFTY13-JUN-2024CE21150,2078.4,2098.0,2273.0,2043.0,2131.75,2131.75,53.35,104.0,3625.0,145.0,23264.85,84492733.75,7823983.75
OPTIDXNIFTY27-JUN-2024CE21150,2141.7,2179.0,2186.1,2152.15,2167.45,2167.45,25.75,114.0,900.0,36.0,23264.85,20985690.0,1950690.0
OPTIDXNIFTY04-JUL-2024CE21150,2212.0,0.0,0.0,0.0,,2212.8,0.8,0.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY27-JUN-2024PE21150,19.3,15.0,17.05,7.95,10.35,10.35,8.95,879.0,13125.0,525.0,23264.85,277720516.25,126766.25
OPTIDXNIFTY11-JUL-2024PE21150,10.25,0.0,0.0,0.0,,9.15,1.1,0.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY27-JUN-2024PE23600,504.4,499.8,509.95,341.0,419.4,419.4,85.0,7704.0,338225.0,13529.0,23264.85,8119521377.5,137411377.5
OPTIDXNIFTY20-JUN-2024CE23600,102.35,106.95,128.4,69.15,75.7,75.7,26.65,14657.0,1903825.0,76153.0,23264.85,45114697773.75,184427773.75
OPTIDXNIFTY27-JUN-2024CE23600,154.1,158.0,190.65,123.1,129.35,129.35,24.75,34122.0,1209400.0,48376.0,23264.85,28725830882.5,183990882.5
OPTIDXNIFTY13-JUN-2024PE22350,8.25,8.8,8.8,2.05,2.25,2.25,6.0,24995.0,6158550.0,246342.0,23264.85,137663573536.25,19981036.25
OPTIDXNIFTY04-JUL-2024PE22350,87.4,117.65,117.65,117.65,117.65,117.65,30.25,109.0,25.0,1.0,23264.85,561691.25,2941.25
OPTIDXNIFTY13-JUN-2024PE21950,2.6,2.6,2.6,1.25,1.5,1.5,1.1,10457.0,2671050.0,106842.0,23264.85,58634022946.25,4475446.25
OPTIDXNIFTY20-JUN-2024PE22350,47.45,44.55,44.75,16.1,19.3,19.3,28.15,1392.0,205325.0,8213.0,23264.85,4594080360.0,5066610.0
OPTIDXNIFTY27-JUN-2024PE22350,81.3,80.0,80.0,38.45,46.55,46.55,34.75,3845.0,96725.0,3869.0,23264.85,2166619626.25,4815876.25
OPTIDXNIFTY29-AUG-2024CE21950,1843.2,0.0,0.0,0.0,,1840.0,3.2,0.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY04-JUL-2024CE22350,1100.25,0.0,0.0,0.0,,1095.55,4.7,1.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY13-JUN-2024CE22350,860.3,911.9,1073.55,844.95,945.05,945.05,84.75,951.0,8750.0,350.0,23264.85,204238138.75,8675638.75
OPTIDXNIFTY04-JUL-2024PE21950,38.25,0.0,0.0,0.0,,34.55,3.7,0.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY27-JUN-2024CE21950,1360.0,1345.95,1505.0,1345.95,1387.75,1387.75,27.75,1530.0,450.0,18.0,23264.85,10513698.75,636198.75
OPTIDXNIFTY20-JUN-2024CE21950,1356.45,1414.05,1414.05,1406.65,1408.3,1356.35,0.1,53.0,300.0,12.0,23264.85,7007785.0,422785.0
OPTIDXNIFTY25-JUL-2024PE22350,167.5,142.0,142.0,123.25,128.4,128.4,39.1,190.0,2575.0,103.0,23264.85,57900082.5,348832.5
OPTIDXNIFTY29-AUG-2024CE22350,1539.95,0.0,0.0,0.0,,1535.75,4.2,0.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY13-JUN-2024CE21950,1319.0,1265.65,1465.95,1265.65,1322.75,1322.75,3.75,402.0,825.0,33.0,23264.85,19251181.25,1142431.25
OPTIDXNIFTY27-JUN-2024CE22350,963.95,1019.95,1127.0,992.15,998.65,998.65,34.7,1188.0,6850.0,274.0,23264.85,160379256.25,7281756.25
OPTIDXNIFTY27-JUN-2024PE21950,47.55,48.5,48.5,21.2,25.9,25.9,21.65,1998.0,70950.0,2838.0,23264.85,1559385791.25,2033291.25
OPTIDXNIFTY20-JUN-2024CE22350,974.85,990.85,1073.9,977.35,978.35,978.35,3.5,82.0,600.0,24.0,23264.85,14020036.25,610036.25
OPTIDXNIFTY11-JUL-2024PE22350,117.0,0.0,0.0,0.0,,111.75,5.25,0.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY29-AUG-2024PE21950,185.6,0.0,0.0,0.0,,181.1,4.5,0.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY11-JUL-2024PE24450,1172.6,0.0,0.0,0.0,,1169.4,3.2,0.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY29-AUG-2024CE24450,439.45,0.0,0.0,0.0,,433.5,5.95,0.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY25-JUL-2024CE24450,223.25,0.0,0.0,0.0,,217.1,6.15,2.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY20-JUN-2024PE24450,1157.8,1098.8,1105.95,1098.8,1103.65,1103.65,54.15,48.0,400.0,16.0,23264.85,10220792.5,440792.5
OPTIDXNIFTY26-DEC-2024PE15000,0.1,16.0,17.8,12.1,15.45,15.45,15.35,1090.0,1600.0,64.0,23264.85,24025183.75,25183.75
OPTIDXNIFTY26-JUN-2025PE15000,1.95,0.0,0.0,0.0,,1.85,0.1,72.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY30-DEC-2027PE15000,34.1,0.0,0.0,0.0,,33.35,0.75,14.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY29-AUG-2024PE24300,1144.55,0.0,0.0,0.0,,1137.6,6.95,0.0,0.0,0.0,23264.85,0.0,0.0
OPTIDXNIFTY25-JUL-2024CE24900,47.1,47.9,50.05,36.95,40.65,40.65,6.45,369.0,8525.0,341.0,23264.85,212638930.0,366430.0
OPTIDXNIFTY27-JUN-2024CE24350,22.8,23.35,23.35,13.5,14.55,14.55,8.25,2823.0,157200.0,6288.0,23264.85,3830631052.5,2811052.5
