CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTIDXNIFTY07-NOV-2024PE26450,1388.05,0.0,0.0,0.0,,1243.4,144.65,0.0,0.0,0.0,25127.95,0.0,0.0
OPTIDXNIFTY31-OCT-2024CE26450,13.3,12.0,14.55,9.75,12.0,12.0,1.3,2128.0,7875.0,315.0,25127.95,208389727.5,95977.5
OPTIDXNIFTY24-OCT-2024PE26450,1426.1,0.0,0.0,0.0,,1276.25,149.85,2.0,0.0,0.0,25127.95,0.0,0.0
OPTIDXNIFTY14-NOV-2024CE26450,56.7,45.0,45.0,45.0,45.0,65.2,8.5,6.0,150.0,6.0,25127.95,3974250.0,6750.0
OPTIDXNIFTY24-OCT-2024CE26450,5.35,5.4,5.4,3.8,4.2,4.2,1.15,129.0,8275.0,331.0,25127.95,218911170.0,37420.0
OPTIDXNIFTY14-NOV-2024PE26450,1376.65,0.0,0.0,0.0,,1236.05,140.6,0.0,0.0,0.0,25127.95,0.0,0.0
OPTIDXNIFTY31-OCT-2024PE26450,1403.8,1309.65,1309.65,1203.8,1203.85,1255.7,148.1,390.0,250.0,10.0,25127.95,6924691.25,312191.25
OPTIDXNIFTY07-NOV-2024CE26450,34.0,0.0,0.0,0.0,,38.5,4.5,0.0,0.0,0.0,25127.95,0.0,0.0
OPTIDXNIFTY26-DEC-2024PE26450,1345.65,0.0,0.0,0.0,,1225.55,120.1,0.0,0.0,0.0,25127.95,0.0,0.0
OPTIDXNIFTY28-NOV-2024PE26450,1361.65,0.0,0.0,0.0,,1228.9,132.75,10.0,0.0,0.0,25127.95,0.0,0.0
OPTIDXNIFTY24-DEC-2025CE31000,399.0,365.0,365.0,365.0,365.0,365.0,34.0,72.0,50.0,2.0,25127.95,1568250.0,18250.0
OPTIDXNIFTY25-SEP-2025PE31000,4330.7,0.0,0.0,0.0,,4201.25,129.45,0.0,0.0,0.0,25127.95,0.0,0.0
