CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTIDXNIFTY29-AUG-2024PE24200,1447.9,0.0,0.0,0.0,,967.9,480.0,0.0,0.0,0.0,23263.9,0.0,0.0
OPTIDXNIFTY06-JUN-2024CE24200,52.4,104.0,168.0,31.1,105.15,105.15,52.75,105484.0,17440625.0,697625.0,23263.9,423293223878.75,1230098878.75
OPTIDXNIFTY27-MAR-2025CE23000,1617.6,0.0,0.0,0.0,,2150.55,532.95,0.0,0.0,0.0,23263.9,0.0,0.0
OPTIDXNIFTY06-JUN-2024CE23000,238.55,501.0,647.8,297.45,491.3,491.3,252.75,163448.0,28053075.0,1122123.0,23263.9,656840417706.25,11619692706.25
OPTIDXNIFTY25-JUL-2024CE23550,210.55,491.55,565.6,491.55,565.0,496.5,285.95,114.0,1625.0,65.0,23263.9,39113886.25,845136.25
OPTIDXNIFTY31-DEC-2026PE23000,631.65,725.1,951.0,725.1,950.0,950.0,318.35,355.0,725.0,29.0,23263.9,17335328.75,660328.75
OPTIDXNIFTY13-JUN-2024CE23000,324.2,611.35,640.0,405.6,605.9,605.9,281.7,21789.0,1748975.0,69959.0,23263.9,41147546295.0,921121295.0
OPTIDXNIFTY25-JUL-2024CE23000,594.8,823.0,1150.0,705.05,922.65,922.65,327.85,18757.0,417375.0,16695.0,23263.9,9951081038.75,351456038.75
OPTIDXNIFTY04-JUL-2024CE23550,106.05,0.0,0.0,0.0,,334.1,228.05,0.0,0.0,0.0,23263.9,0.0,0.0
OPTIDXNIFTY20-JUN-2024PE23000,706.95,315.05,341.25,272.0,298.4,298.4,408.55,3751.0,169575.0,6783.0,23263.9,3951180173.75,50955173.75
OPTIDXNIFTY28-DEC-2028CE23000,6514.25,0.0,0.0,0.0,,7206.9,692.65,0.0,0.0,0.0,23263.9,0.0,0.0
OPTIDXNIFTY04-JUL-2024CE24550,13.5,0.0,0.0,0.0,,69.65,56.15,0.0,0.0,0.0,23263.9,0.0,0.0
OPTIDXNIFTY30-DEC-2027PE23000,538.3,0.0,0.0,0.0,,495.7,42.6,0.0,0.0,0.0,23263.9,0.0,0.0
OPTIDXNIFTY29-AUG-2024PE23000,773.95,450.0,525.05,380.0,411.6,411.6,362.35,1519.0,62900.0,2516.0,23263.9,1473374200.0,26674200.0
OPTIDXNIFTY06-JUN-2024CE24550,0.0,64.4,100.0,21.75,70.5,70.5,70.5,25928.0,5470775.0,218831.0,23263.9,134556278687.5,248752437.5
