CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTIDXNIFTY28-NOV-2024CE27600,11.05,9.25,11.8,9.25,11.25,11.25,0.2,158.0,2025.0,81.0,24854.05,55911987.5,21987.5
OPTIDXNIFTY31-OCT-2024PE27600,2793.35,0.0,0.0,0.0,,2679.7,113.65,54.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY31-OCT-2024CE27600,3.3,3.3,3.3,2.2,2.2,2.2,1.1,422.0,6250.0,250.0,24854.05,172515103.75,15103.75
OPTIDXNIFTY21-NOV-2024CE23150,,0.0,0.0,0.0,,1861.4,,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY24-OCT-2024CE23150,1629.8,1680.75,1680.75,1680.75,1680.75,1729.7,99.9,2.0,25.0,1.0,24854.05,620768.75,42018.75
OPTIDXNIFTY26-DEC-2024CE27600,35.65,31.85,33.0,30.25,30.7,30.7,4.95,44.0,1625.0,65.0,24854.05,44901248.75,51248.75
OPTIDXNIFTY24-OCT-2024CE27600,2.1,1.3,2.4,0.95,1.15,1.15,0.95,40724.0,901175.0,36047.0,24854.05,24873631653.75,1201653.75
OPTIDXNIFTY28-NOV-2024PE27600,2642.75,0.0,0.0,0.0,,2544.65,98.1,1.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY14-NOV-2024CE24850,387.65,390.0,390.0,390.0,390.0,434.2,46.55,4.0,50.0,2.0,24854.05,1262000.0,19500.0
OPTIDXNIFTY31-OCT-2024PE24850,229.9,265.95,348.0,149.45,163.1,163.1,66.8,8210.0,666100.0,26644.0,24854.05,16683138927.5,130553927.5
OPTIDXNIFTY26-DEC-2024CE19000,6050.0,5871.3,6140.0,5852.0,6116.45,6116.45,66.45,4733.0,35300.0,1412.0,24854.05,879792723.75,209092723.75
OPTIDXNIFTY28-DEC-2028PE19000,49.8,0.0,0.0,0.0,,47.4,2.4,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY30-DEC-2027PE19000,44.0,0.0,0.0,0.0,,41.6,2.4,31.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY24-DEC-2025CE19000,7222.8,7100.0,7100.0,7100.0,7100.0,7322.7,99.9,127.0,25.0,1.0,24854.05,652500.0,177500.0
OPTIDXNIFTY30-DEC-2027CE19000,9487.75,0.0,0.0,0.0,,9586.7,98.95,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY26-JUN-2025PE19000,2.25,0.0,0.0,0.0,,1.9,0.35,24017.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY29-JUN-2028CE19000,9997.95,0.0,0.0,0.0,,10096.95,99.0,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY24-JUN-2027CE19000,8937.7,0.0,0.0,0.0,,9036.65,98.95,4.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY29-JUN-2028PE19000,47.65,0.0,0.0,0.0,,45.2,2.45,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY27-MAR-2025CE19000,6307.5,0.0,0.0,0.0,,6408.25,100.75,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY25-JUN-2026PE19000,21.5,0.0,0.0,0.0,,19.8,1.7,7.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY25-JUN-2026CE19000,7817.05,0.0,0.0,0.0,,7916.45,99.4,4.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY28-JUN-2029CE19000,10964.55,0.0,0.0,0.0,,11063.85,99.3,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY26-JUN-2025CE19000,6617.2,0.0,0.0,0.0,,6717.75,100.55,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY24-DEC-2025PE19000,10.85,0.0,0.0,0.0,,9.8,1.05,393.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY31-DEC-2026CE19000,8409.15,0.0,0.0,0.0,,8508.3,99.15,5.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY26-DEC-2024PE19000,18.6,19.05,21.95,13.6,14.05,14.05,4.55,26661.0,425700.0,17028.0,24854.05,8095822540.0,7522540.0
OPTIDXNIFTY31-OCT-2024PE22900,6.85,9.1,12.05,4.95,5.25,5.25,1.6,3202.0,188375.0,7535.0,24854.05,4315247250.0,1459750.0
OPTIDXNIFTY21-NOV-2024PE23150,,0.0,0.0,0.0,,12.25,,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY31-OCT-2024PE23150,8.5,9.45,10.55,6.25,6.4,6.4,2.1,355.0,14775.0,591.0,24854.05,342151592.5,110342.5
OPTIDXNIFTY07-NOV-2024PE23150,17.45,18.0,18.0,12.3,15.0,2.5,14.95,46.0,225.0,9.0,24854.05,5212167.5,3417.5
OPTIDXNIFTY26-DEC-2024PE23750,143.2,0.0,0.0,0.0,,123.45,19.75,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY07-NOV-2024CE23750,1122.5,0.0,0.0,0.0,,1212.45,89.95,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY31-OCT-2024PE23750,21.8,26.0,42.3,13.05,14.5,14.5,7.3,3006.0,197800.0,7912.0,24854.05,4702242667.5,4492667.5
OPTIDXNIFTY07-NOV-2024PE24850,285.75,369.75,387.15,208.25,219.35,219.35,66.4,123.0,14200.0,568.0,24854.05,356400292.5,3530292.5
OPTIDXNIFTY26-DEC-2024CE24850,704.25,702.1,810.0,702.1,800.0,800.0,95.75,36.0,275.0,11.0,24854.05,7046508.75,212758.75
OPTIDXNIFTY14-NOV-2024PE24850,359.45,323.55,323.55,250.95,264.15,264.15,95.3,11.0,575.0,23.0,24854.05,14454455.0,165705.0
OPTIDXNIFTY21-NOV-2024PE24850,,304.45,304.45,304.45,304.45,304.45,,1.0,25.0,1.0,24854.05,628861.25,7611.25
OPTIDXNIFTY28-NOV-2024CE24850,519.95,444.4,594.55,419.4,571.35,571.35,51.4,345.0,19075.0,763.0,24854.05,484065147.5,10051397.5
OPTIDXNIFTY26-DEC-2024PE23150,60.3,0.0,0.0,0.0,,50.3,10.0,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY26-DEC-2024CE23150,1957.9,0.0,0.0,0.0,,2047.9,90.0,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY28-NOV-2024PE23150,25.1,0.0,0.0,0.0,,19.0,6.1,111.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY31-OCT-2024CE23150,1660.65,0.0,0.0,0.0,,1760.05,99.4,6.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY28-NOV-2024PE23750,108.55,138.25,138.25,82.2,91.15,91.15,17.4,381.0,4825.0,193.0,24854.05,115147290.0,553540.0
OPTIDXNIFTY24-DEC-2025PE16500,0.4,0.0,0.0,0.0,,0.35,0.05,104.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY24-OCT-2024PE23750,7.55,8.9,21.9,3.15,4.4,4.4,3.15,11580.0,5922050.0,236882.0,24854.05,140701179103.75,52491603.75
OPTIDXNIFTY14-NOV-2024CE23750,1171.1,0.0,0.0,0.0,,1258.3,87.2,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY14-NOV-2024PE23750,48.6,0.0,0.0,0.0,,36.0,12.6,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY24-OCT-2024PE24850,182.45,230.3,319.55,102.3,118.0,118.0,64.45,45046.0,24795600.0,991824.0,24854.05,619544231287.5,3373571287.5
OPTIDXNIFTY24-OCT-2024CE24850,138.5,115.0,199.8,72.3,157.55,157.55,19.05,47042.0,37395175.0,1495807.0,24854.05,934661960662.5,5391861912.5
OPTIDXNIFTY26-DEC-2024PE24850,484.8,444.45,444.45,397.85,399.0,438.25,46.55,1.0,550.0,22.0,24854.05,13894913.75,227413.75
OPTIDXNIFTY14-NOV-2024CE23150,,0.0,0.0,0.0,,1825.95,,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY24-OCT-2024PE23150,3.0,3.0,8.55,1.85,2.45,2.45,0.55,29679.0,3528025.0,141121.0,24854.05,81685587996.25,11809246.25
OPTIDXNIFTY14-NOV-2024PE23150,,0.0,0.0,0.0,,6.6,,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY21-NOV-2024CE24850,,535.15,535.15,535.15,535.15,535.15,,1.0,25.0,1.0,24854.05,634628.75,13378.75
OPTIDXNIFTY14-NOV-2024CE24900,383.85,312.15,439.0,294.0,423.35,423.35,39.5,73.0,5150.0,206.0,24854.05,130234556.25,1999556.25
OPTIDXNIFTY28-JUN-2029CE29000,4890.15,0.0,0.0,0.0,,4961.2,71.05,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY27-MAR-2025PE29000,3309.1,3320.15,3413.25,3202.65,3218.75,3218.75,90.35,625.0,8350.0,334.0,24854.05,270152468.75,28002468.75
OPTIDXNIFTY30-DEC-2027PE29000,1711.1,0.0,0.0,0.0,,1670.6,40.5,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY24-DEC-2025CE29000,718.0,718.0,770.0,679.0,748.75,748.75,30.75,614.0,1550.0,62.0,24854.05,46054070.0,1104070.0
OPTIDXNIFTY28-DEC-2028PE29000,1391.45,0.0,0.0,0.0,,1359.0,32.45,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY26-DEC-2024CE27650,33.2,29.9,34.65,29.9,32.0,32.0,1.2,18.0,900.0,36.0,24854.05,24913161.25,28161.25
OPTIDXNIFTY07-NOV-2024PE23350,8.8,0.0,0.0,0.0,,5.35,3.45,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY14-NOV-2024CE23350,1538.05,0.0,0.0,0.0,,1632.5,94.45,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY14-NOV-2024PE23350,17.6,0.0,0.0,0.0,,12.15,5.45,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY31-OCT-2024CE23350,1462.75,0.0,0.0,0.0,,1561.3,98.55,10.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY28-NOV-2024CE23750,1267.05,0.0,0.0,0.0,,1350.75,83.7,1.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY21-NOV-2024CE23750,,0.0,0.0,0.0,,1304.65,,0.0,0.0,0.0,24854.05,0.0,0.0
OPTIDXNIFTY28-NOV-2024PE24850,381.65,437.45,471.5,313.95,327.25,327.25,54.4,517.0,15050.0,602.0,24854.05,379441762.5,5449262.5
OPTIDXNIFTY07-NOV-2024CE24850,325.95,259.75,395.0,235.45,362.95,362.95,37.0,175.0,13225.0,529.0,24854.05,332979272.5,4338022.5
