CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTIDXNIFTY26-DEC-2024PE26400,2143.6,0.0,0.0,0.0,,2010.8,132.8,236.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY02-JAN-2025PE22400,26.05,0.0,0.0,0.0,,5.25,20.8,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY27-FEB-2025CE22400,2251.85,0.0,0.0,0.0,,2286.1,34.25,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY26-DEC-2024PE25150,889.3,948.5,948.5,760.5,788.35,788.35,100.95,289.0,675.0,27.0,24276.05,17532952.5,556702.5
OPTIDXNIFTY27-FEB-2025PE22400,121.7,0.0,0.0,0.0,,52.5,69.2,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY02-JAN-2025CE25150,179.75,0.0,0.0,0.0,,132.05,47.7,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY27-FEB-2025CE25150,542.35,0.0,0.0,0.0,,447.4,94.95,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY26-DEC-2024CE25150,54.65,54.65,82.35,39.15,70.45,70.45,15.8,3502.0,191350.0,7654.0,24276.05,4824077438.75,11624938.75
OPTIDXNIFTY02-JAN-2025CE22400,1908.75,0.0,0.0,0.0,,2009.35,100.6,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY05-DEC-2024CE25150,1.6,1.45,2.0,1.3,1.6,1.6,0.0,37371.0,15399975.0,615999.0,24276.05,387333849032.5,24477782.5
OPTIDXNIFTY12-DEC-2024PE25400,1224.1,0.0,0.0,0.0,,1083.15,140.95,4.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY26-DEC-2024CE25400,26.75,29.3,41.15,18.55,34.9,34.9,8.15,15578.0,971375.0,38855.0,24276.05,24700954051.25,28029051.25
OPTIDXNIFTY12-DEC-2024CE25400,4.55,4.55,6.15,2.65,5.1,5.1,0.55,15383.0,1005825.0,40233.0,24276.05,25552153875.0,4198875.0
OPTIDXNIFTY27-FEB-2025PE25400,1273.0,0.0,0.0,0.0,,1080.65,192.35,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY30-JAN-2025CE25400,138.45,115.75,181.6,115.7,169.65,169.65,31.2,1373.0,23425.0,937.0,24276.05,598355997.5,3360997.5
OPTIDXNIFTY12-DEC-2024CE24300,194.35,196.75,292.9,137.95,264.45,264.45,70.1,23196.0,2812250.0,112490.0,24276.05,68965782196.25,628107196.25
OPTIDXNIFTY27-FEB-2025PE24300,657.0,460.0,460.0,460.0,460.0,479.95,177.05,2.0,150.0,2.0,24276.05,3714000.0,69000.0
OPTIDXNIFTY27-MAR-2025CE23000,1883.65,1800.0,2018.0,1769.15,1981.1,1981.1,97.45,6854.0,7650.0,306.0,24276.05,190340590.0,14390590.0
OPTIDXNIFTY12-DEC-2024PE23000,16.0,16.0,21.8,12.0,13.1,13.1,2.9,29981.0,1911225.0,76449.0,24276.05,43986773063.75,28598063.75
OPTIDXNIFTY30-JAN-2025CE23000,1571.8,1457.85,1713.7,1455.25,1681.3,1681.3,109.5,3677.0,7650.0,306.0,24276.05,187957350.0,12007350.0
OPTIDXNIFTY19-DEC-2024CE23550,796.15,0.0,0.0,0.0,,845.95,49.8,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY30-JAN-2025CE23550,1168.2,1138.8,1138.8,1138.8,1138.8,1155.3,12.9,163.0,25.0,1.0,24276.05,617220.0,28470.0
OPTIDXNIFTY27-FEB-2025CE24550,795.1,0.0,0.0,0.0,,709.55,85.55,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY31-DEC-2026PE23000,577.3,710.0,710.0,625.0,625.0,625.0,47.7,497.0,175.0,7.0,24276.05,4136500.0,111500.0
OPTIDXNIFTY19-DEC-2024PE24550,447.75,455.1,455.1,368.5,376.5,376.5,71.25,55.0,1175.0,47.0,24276.05,29310782.5,464532.5
OPTIDXNIFTY28-DEC-2028CE23000,7568.85,0.0,0.0,0.0,,7134.85,434.0,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY30-DEC-2027PE23000,560.3,0.0,0.0,0.0,,362.25,198.05,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY12-DEC-2024CE24550,94.5,74.0,158.45,62.85,138.55,138.55,44.05,3434.0,513600.0,20544.0,24276.05,12665706457.5,56826457.5
OPTIDXNIFTY27-FEB-2025CE23550,1371.4,0.0,0.0,0.0,,1332.85,38.55,0.0,0.0,0.0,24276.05,0.0,0.0
OPTIDXNIFTY26-DEC-2024PE24550,455.95,522.0,540.35,370.0,393.55,393.55,62.4,1895.0,60625.0,2425.0,24276.05,1513773912.5,25430162.5
OPTIDXNIFTY26-JUN-2025CE23000,2271.75,2250.0,2424.8,2182.0,2395.35,2380.35,108.6,1301.0,1475.0,59.0,24276.05,37352482.5,3427482.5
