CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTIDXNIFTY25-APR-2024PE21950,298.3,227.55,236.65,194.0,199.7,199.7,98.6,626.0,50000.0,1000.0,22011.95,1108163817.5,10663817.5
OPTIDXNIFTY10-APR-2024PE22350,524.4,358.0,358.0,319.75,319.75,401.6,122.8,12.0,300.0,6.0,22011.95,6805057.5,100057.5
OPTIDXNIFTY18-APR-2024PE22350,538.85,0.0,0.0,0.0,,424.25,114.6,0.0,0.0,0.0,22011.95,0.0,0.0
OPTIDXNIFTY28-MAR-2024PE22350,454.1,332.35,353.8,257.3,283.05,283.05,171.05,1531.0,142750.0,2855.0,22011.95,3232964322.5,42501822.5
OPTIDXNIFTY04-APR-2024PE21950,210.5,154.25,154.25,99.0,108.5,108.5,102.0,3301.0,459900.0,9198.0,22011.95,10147801755.0,52996755.0
OPTIDXNIFTY04-APR-2024PE22350,432.45,320.0,325.3,263.95,271.7,271.7,160.75,4738.0,29500.0,590.0,22011.95,667824065.0,8499065.0
OPTIDXNIFTY04-APR-2024CE22350,79.6,115.65,142.3,95.15,116.65,116.65,37.05,5142.0,208200.0,4164.0,22011.95,4677396600.0,24126600.0
OPTIDXNIFTY25-APR-2024CE21950,428.6,500.0,550.0,465.0,520.4,520.4,91.8,370.0,28100.0,562.0,22011.95,631328992.5,14533992.5
OPTIDXNIFTY30-MAY-2024PE21950,386.9,300.0,334.85,281.3,288.25,288.25,98.65,7.0,500.0,10.0,22011.95,11126702.5,151702.5
OPTIDXNIFTY28-MAR-2024PE21950,180.4,107.4,114.85,66.05,71.7,71.7,108.7,16514.0,9006700.0,180134.0,22011.95,198470805427.5,773740427.5
OPTIDXNIFTY18-APR-2024CE21950,304.45,0.0,0.0,0.0,,393.05,88.6,22.0,0.0,0.0,22011.95,0.0,0.0
OPTIDXNIFTY10-APR-2024CE22350,125.7,179.75,191.75,150.0,175.8,175.8,50.1,84.0,3450.0,69.0,22011.95,77687112.5,579612.5
OPTIDXNIFTY21-MAR-2024CE21950,34.2,76.25,134.55,30.8,55.25,22011.95,21977.75,116249.0,507988850.0,10159777.0,22011.95,11180972388630.0,30617131130.0
OPTIDXNIFTY18-APR-2024CE22350,147.5,0.0,0.0,0.0,,201.6,54.1,0.0,0.0,0.0,22011.95,0.0,0.0
OPTIDXNIFTY28-MAR-2024CE21950,146.9,268.0,277.45,185.9,225.6,225.6,78.7,5985.0,3299600.0,65992.0,22011.95,73149511682.5,723291682.5
OPTIDXNIFTY18-APR-2024PE21950,264.4,188.4,194.8,177.45,177.45,177.45,86.95,15.0,350.0,7.0,22011.95,7748285.0,65785.0
