CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTIDXNIFTY26-SEP-2024PE23150,19.25,28.35,43.35,20.6,35.2,35.2,15.95,763.0,38250.0,1530.0,24852.15,886687757.5,1200257.5
OPTIDXNIFTY28-JUN-2029CE29000,6146.8,0.0,0.0,0.0,,5922.5,224.3,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY27-MAR-2025PE29000,3070.9,0.0,0.0,0.0,,3307.5,236.6,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY30-DEC-2027PE29000,1817.6,0.0,0.0,0.0,,1917.75,100.15,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY24-DEC-2025CE29000,850.0,810.0,852.0,784.75,784.75,784.75,65.25,149.0,800.0,32.0,24852.15,23849593.75,649593.75
OPTIDXNIFTY28-DEC-2028PE29000,1539.85,0.0,0.0,0.0,,1619.35,79.5,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY19-SEP-2024CE23300,1910.5,0.0,0.0,0.0,,1615.25,295.25,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY31-DEC-2026PE30000,2608.95,0.0,0.0,0.0,,2752.95,144.0,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY28-JUN-2029PE30000,1674.3,0.0,0.0,0.0,,1755.2,80.9,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY03-OCT-2024CE23300,1988.05,0.0,0.0,0.0,,1702.15,285.9,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY26-SEP-2024CE23300,1923.85,1725.0,1725.0,1581.75,1615.05,1656.95,266.9,316.0,875.0,35.0,24852.15,21873217.5,1485717.5
OPTIDXNIFTY28-DEC-2028CE30000,5064.55,0.0,0.0,0.0,,4857.95,206.6,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY30-DEC-2027PE30000,2171.2,0.0,0.0,0.0,,2284.05,112.85,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY31-OCT-2024CE23300,2166.95,0.0,0.0,0.0,,1896.35,270.6,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY25-JUN-2026CE30000,1727.4,0.0,0.0,0.0,,1595.4,132.0,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY12-SEP-2024CE23300,1876.95,0.0,0.0,0.0,,1579.5,297.45,50.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY27-MAR-2025CE30000,81.35,80.0,80.0,70.05,72.35,72.35,9.0,863.0,4825.0,193.0,24852.15,145104388.75,354388.75
OPTIDXNIFTY31-OCT-2024PE23300,67.65,71.0,108.0,68.5,98.9,98.9,31.25,4412.0,123725.0,4949.0,24852.15,2894448018.75,11655518.75
OPTIDXNIFTY26-DEC-2024PE30000,4237.5,0.0,0.0,0.0,,4522.8,285.3,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY28-DEC-2028PE30000,1822.55,0.0,0.0,0.0,,1913.3,90.75,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY19-SEP-2024PE23300,7.3,7.65,19.45,5.3,14.7,14.7,7.4,2345.0,370425.0,14817.0,24852.15,8635347197.5,4444697.5
OPTIDXNIFTY31-DEC-2026CE30000,2423.05,0.0,0.0,0.0,,2269.05,154.0,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY27-MAR-2025PE30000,3885.65,0.0,0.0,0.0,,4143.25,257.6,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY30-DEC-2027CE30000,3761.5,0.0,0.0,0.0,,3576.7,184.8,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY24-DEC-2025PE30000,3210.45,0.0,0.0,0.0,,3404.7,194.25,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY26-DEC-2024CE30000,15.3,15.55,15.6,14.0,14.3,14.3,1.0,6443.0,14100.0,564.0,24852.15,423203205.0,203205.0
OPTIDXNIFTY25-JUN-2026PE30000,2887.8,0.0,0.0,0.0,,3053.95,166.15,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY12-SEP-2024PE26300,1125.3,0.0,0.0,0.0,,1417.9,292.6,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY31-OCT-2024PE26300,1176.15,0.0,0.0,0.0,,1387.6,211.45,50.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY26-SEP-2024PE26300,1065.5,1160.5,1425.0,1160.5,1425.0,1384.45,318.95,60.0,275.0,11.0,24852.15,7597733.75,365233.75
OPTIDXNIFTY28-NOV-2024PE26300,1211.3,0.0,0.0,0.0,,1403.1,191.8,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY19-SEP-2024PE26300,1120.15,0.0,0.0,0.0,,1394.55,274.4,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY28-NOV-2024CE26300,493.95,0.0,0.0,0.0,,387.6,106.35,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY03-OCT-2024PE26300,1136.55,0.0,0.0,0.0,,1381.5,244.95,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY12-SEP-2024CE23900,1292.5,1000.0,1056.65,928.25,982.65,982.65,309.85,109.0,5425.0,217.0,24852.15,134965815.0,5308315.0
OPTIDXNIFTY26-SEP-2024CE23900,1379.0,1179.3,1179.3,1046.75,1081.25,1081.25,297.75,387.0,1375.0,55.0,24852.15,34352130.0,1489630.0
OPTIDXNIFTY31-OCT-2024PE23900,123.2,132.0,189.25,132.0,176.6,176.6,53.4,3645.0,38700.0,1548.0,24852.15,931405747.5,6475747.5
OPTIDXNIFTY28-NOV-2024CE23900,1851.4,0.0,0.0,0.0,,1612.7,238.7,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY03-OCT-2024PE23900,60.8,58.0,117.85,58.0,99.65,99.65,38.85,333.0,19825.0,793.0,24852.15,475769425.0,1951925.0
OPTIDXNIFTY31-OCT-2024CE23900,1651.7,0.0,0.0,0.0,,1405.55,246.15,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY10-OCT-2024CE23900,,0.0,0.0,0.0,,1234.05,,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY12-SEP-2024PE23900,3.2,3.0,15.35,1.9,11.7,11.7,8.5,33453.0,16675050.0,667002.0,24852.15,398665277137.5,131582137.5
OPTIDXNIFTY28-NOV-2024PE23900,186.0,218.0,250.0,218.0,225.0,267.6,81.6,130.0,1350.0,54.0,24852.15,32585125.0,320125.0
OPTIDXNIFTY10-OCT-2024PE23900,,0.0,0.0,0.0,,120.15,,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY19-SEP-2024PE23900,14.7,15.0,44.1,12.85,35.35,35.35,20.65,2668.0,560300.0,22412.0,24852.15,13407594567.5,16424567.5
OPTIDXNIFTY19-SEP-2024CE23900,1326.2,1085.0,1090.0,1006.75,1006.75,1044.5,281.7,6.0,125.0,5.0,24852.15,3121287.5,133787.5
OPTIDXNIFTY26-SEP-2024PE23900,40.7,43.0,93.75,39.5,79.1,79.1,38.4,24597.0,814400.0,32576.0,24852.15,19522224517.5,58064517.5
OPTIDXNIFTY03-OCT-2024CE23900,1433.6,0.0,0.0,0.0,,1170.35,263.25,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY03-OCT-2024PE26450,1260.3,0.0,0.0,0.0,,1514.45,254.15,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY31-OCT-2024CE26450,273.05,0.0,0.0,0.0,,195.25,77.8,6.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY19-SEP-2024CE26450,4.5,3.55,4.0,2.8,3.7,3.7,0.8,528.0,40725.0,1629.0,24852.15,1077304127.5,127877.5
OPTIDXNIFTY12-SEP-2024CE26450,1.25,1.25,2.7,0.7,2.25,2.25,1.0,2781.0,1234000.0,49360.0,24852.15,32641392811.25,2092811.25
OPTIDXNIFTY31-OCT-2024PE26450,1283.8,0.0,0.0,0.0,,1504.15,220.35,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY28-NOV-2024PE26450,1309.75,0.0,0.0,0.0,,1509.45,199.7,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY28-NOV-2024CE26450,444.85,0.0,0.0,0.0,,346.45,98.4,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY12-SEP-2024PE26450,1272.05,0.0,0.0,0.0,,1567.25,295.2,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY27-MAR-2025CE23000,3274.65,3035.05,3035.05,2915.75,2917.4,2917.4,357.25,284.0,250.0,10.0,24852.15,6490572.5,740572.5
OPTIDXNIFTY28-NOV-2024CE23550,2133.05,0.0,0.0,0.0,,1880.2,252.85,0.0,0.0,0.0,24852.15,0.0,0.0
OPTIDXNIFTY31-DEC-2026PE23000,433.05,625.05,660.0,625.05,660.0,473.15,40.1,504.0,225.0,9.0,24852.15,5322076.25,147076.25
OPTIDXNIFTY19-SEP-2024PE23000,6.3,6.9,14.6,5.1,12.55,12.55,6.25,9873.0,1658725.0,66349.0,24852.15,38166606393.75,15931393.75
OPTIDXNIFTY31-OCT-2024PE24550,292.85,249.85,354.85,248.45,337.5,337.5,44.65,282.0,2475.0,99.0,24852.15,61541170.0,779920.0
OPTIDXNIFTY28-DEC-2028CE23000,8758.35,0.0,0.0,0.0,,8491.35,267.0,0.0,0.0,0.0,24852.15,0.0,0.0
