CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTIDXNIFTY23-MAY-2024PE20850,2.85,2.9,2.9,1.35,2.05,2.05,0.8,11567.0,2702000.0,108080.0,22466.1,56342101048.75,5401048.75
OPTIDXNIFTY26-DEC-2024PE15000,0.05,3.05,3.05,3.05,3.05,0.05,0.0,1150.0,25.0,1.0,22466.1,375076.25,76.25
OPTIDXNIFTY26-JUN-2025PE15000,0.5,0.0,0.0,0.0,,0.45,0.05,72.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY30-DEC-2027PE15000,10.15,0.0,0.0,0.0,,9.6,0.55,14.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY30-MAY-2024CE20850,1611.1,0.0,0.0,0.0,,1668.9,57.8,66.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY23-MAY-2024CE20850,1582.15,0.0,0.0,0.0,,1640.35,58.2,99.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY20-JUN-2024CE20850,,0.0,0.0,0.0,,1768.5,,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY06-JUN-2024PE20850,3.45,0.0,0.0,0.0,,2.25,1.2,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY13-JUN-2024PE23400,950.0,0.0,0.0,0.0,,898.15,51.85,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY20-JUN-2024CE23400,,0.0,0.0,0.0,,123.5,,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY30-MAY-2024CE23400,11.0,11.3,11.6,6.9,7.55,7.55,3.45,21265.0,1097650.0,43906.0,22466.1,25694972753.75,9962753.75
OPTIDXNIFTY06-JUN-2024PE23400,949.45,1038.35,1038.35,954.0,960.0,960.0,10.55,35.0,225.0,9.0,22466.1,5483127.5,218127.5
OPTIDXNIFTY13-JUN-2024CE23400,87.05,0.0,0.0,0.0,,86.3,0.75,1.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY27-JUN-2024CE23400,240.0,231.95,241.0,217.3,227.95,227.95,12.05,5164.0,49550.0,1982.0,22466.1,1170886555.0,11416555.0
OPTIDXNIFTY25-JUL-2024CE20850,2000.45,0.0,0.0,0.0,,1947.75,52.7,37.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY13-JUN-2024CE20850,1674.95,0.0,0.0,0.0,,1730.9,55.95,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY13-JUN-2024PE20850,8.15,0.0,0.0,0.0,,6.0,2.15,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY27-JUN-2024PE20850,21.15,43.15,43.15,43.15,43.15,17.25,3.9,176.0,75.0,3.0,22466.1,1566986.25,3236.25
OPTIDXNIFTY13-JUN-2024CE20650,1869.85,0.0,0.0,0.0,,1926.8,56.95,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY27-JUN-2024CE20650,2011.05,0.0,0.0,0.0,,1995.0,16.05,60.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY25-JUL-2024CE20650,2155.05,0.0,0.0,0.0,,2131.1,23.95,40.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY23-MAY-2024CE21900,543.35,525.05,613.65,484.25,585.45,585.45,42.1,3152.0,145125.0,5805.0,22466.1,3257899276.25,79661776.25
OPTIDXNIFTY06-JUN-2024CE21900,856.4,851.0,900.0,822.35,855.3,855.3,1.1,265.0,5400.0,216.0,22466.1,122855991.25,4595991.25
OPTIDXNIFTY30-MAY-2024CE22850,69.6,76.95,80.75,55.25,66.35,66.35,3.25,7432.0,655550.0,26222.0,22466.1,15025327840.0,46010340.0
OPTIDXNIFTY25-JUL-2024PE22850,626.45,0.0,0.0,0.0,,591.4,35.05,24.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY20-JUN-2024PE23400,,0.0,0.0,0.0,,898.8,,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY23-MAY-2024CE23400,1.75,1.4,2.05,1.3,1.45,1.45,0.3,40118.0,7029450.0,281178.0,22466.1,164500973048.75,11843048.75
OPTIDXNIFTY20-JUN-2024PE21150,,0.0,0.0,0.0,,25.0,,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY25-JUL-2024CE21150,1778.8,0.0,0.0,0.0,,1681.6,97.2,35.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY06-JUN-2024CE21150,1350.45,0.0,0.0,0.0,,1405.35,54.9,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY25-JUL-2024PE21150,84.75,0.0,0.0,0.0,,75.6,9.15,0.0,0.0,0.0,22466.1,0.0,0.0
OPTIDXNIFTY06-JUN-2024PE21150,10.6,0.0,0.0,0.0,,7.5,3.1,1.0,0.0,0.0,22466.1,0.0,0.0
