CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTIDXNIFTY21-NOV-2024CE23900,1174.4,0.0,0.0,0.0,,1089.45,84.95,0.0,0.0,0.0,24781.1,0.0,0.0
OPTIDXNIFTY24-OCT-2024CE23900,977.6,820.0,950.0,784.0,852.45,852.45,125.15,164.0,2875.0,115.0,24781.1,71119848.75,2407348.75
OPTIDXNIFTY31-OCT-2024PE23900,19.4,19.4,34.75,10.1,22.6,22.6,3.2,21097.0,1305325.0,52213.0,24781.1,31227528547.5,30261047.5
OPTIDXNIFTY28-NOV-2024CE23900,1223.15,1150.0,1177.0,1150.0,1177.0,1139.75,83.4,9.0,100.0,4.0,24781.1,2506350.0,116350.0
OPTIDXNIFTY14-NOV-2024CE23900,1124.7,0.0,0.0,0.0,,1038.0,86.7,0.0,0.0,0.0,24781.1,0.0,0.0
OPTIDXNIFTY26-DEC-2024PE23900,179.05,173.9,225.5,170.55,199.75,199.75,20.7,1987.0,18350.0,734.0,24781.1,442306771.25,3741771.25
OPTIDXNIFTY24-OCT-2024PE23900,5.75,5.95,10.5,2.65,3.6,3.6,2.15,69822.0,19167800.0,766712.0,24781.1,458198744192.5,88324192.5
OPTIDXNIFTY14-NOV-2024PE23900,51.6,0.0,0.0,0.0,,51.05,0.55,0.0,0.0,0.0,24781.1,0.0,0.0
OPTIDXNIFTY31-OCT-2024CE23900,1088.65,1089.45,1089.45,858.55,929.85,929.85,158.8,111.0,825.0,33.0,24781.1,20481583.75,764083.75
OPTIDXNIFTY28-NOV-2024PE23900,107.05,95.05,149.8,91.0,130.5,130.5,23.45,9832.0,189625.0,7585.0,24781.1,4555457151.25,23419651.25
OPTIDXNIFTY26-DEC-2024CE25000,697.85,720.0,739.95,589.5,614.4,614.4,83.45,66121.0,414925.0,16597.0,24781.1,10637639985.0,264514985.0
OPTIDXNIFTY07-NOV-2024CE25800,38.65,39.0,46.15,26.0,26.55,26.55,12.1,1840.0,155025.0,6201.0,24781.1,4004177692.5,4532692.5
OPTIDXNIFTY28-DEC-2028PE25000,506.9,0.0,0.0,0.0,,513.8,6.9,4.0,0.0,0.0,24781.1,0.0,0.0
OPTIDXNIFTY07-NOV-2024PE25000,280.55,253.45,415.05,237.5,370.6,370.6,90.05,3520.0,143725.0,5749.0,24781.1,3643260371.25,50135371.25
OPTIDXNIFTY29-JUN-2028CE25000,5923.0,0.0,0.0,0.0,,5847.25,75.75,0.0,0.0,0.0,24781.1,0.0,0.0
OPTIDXNIFTY27-MAR-2025PE25000,611.0,582.05,693.1,579.2,682.85,682.85,71.85,26052.0,71400.0,2856.0,24781.1,1832429517.5,47429517.5
OPTIDXNIFTY31-OCT-2024CE25800,12.25,13.05,13.95,7.55,8.05,8.05,4.2,65019.0,2325675.0,93027.0,24781.1,60023645517.5,21230517.5
OPTIDXNIFTY24-OCT-2024PE25800,899.0,831.0,1130.75,831.0,1051.55,1051.55,152.55,4297.0,14150.0,566.0,24781.1,379301316.25,14231316.25
